episode_id,step,date_time,max_line_current_pu,min_voltage_pu,max_voltage_pu
0,0,2018-01-01 00:00:00+00:00,3.386070966720581,0.9589856863021851,1.0
0,1,2018-01-01 00:15:00+00:00,3.386695146560669,0.959077000617981,1.0
0,2,2018-01-01 00:30:00+00:00,3.3895304203033447,0.9590473771095276,1.0
0,3,2018-01-01 00:45:00+00:00,3.394148826599121,0.9590696096420288,1.0
0,4,2018-01-01 01:00:00+00:00,3.3925938606262207,0.9590150117874146,1.0
0,5,2018-01-01 01:15:00+00:00,3.3952605724334717,0.9590115547180176,1.0
0,6,2018-01-01 01:30:00+00:00,3.3998045921325684,0.9589877724647522,1.0
0,7,2018-01-01 01:45:00+00:00,3.3974244594573975,0.9588890075683594,1.0
0,8,2018-01-01 02:00:00+00:00,3.396535634994507,0.958897590637207,1.0
0,9,2018-01-01 02:15:00+00:00,3.4012629985809326,0.9589074850082397,1.0
0,10,2018-01-01 02:30:00+00:00,3.399043083190918,0.958819568157196,1.0
0,11,2018-01-01 02:45:00+00:00,3.402416706085205,0.9588372707366943,1.0
0,12,2018-01-01 03:00:00+00:00,3.409512519836426,0.9588439464569092,1.0
0,13,2018-01-01 03:15:00+00:00,3.411121368408203,0.9587475061416626,1.0
0,14,2018-01-01 03:30:00+00:00,3.4191060066223145,0.9587234854698181,1.0
0,15,2018-01-01 03:45:00+00:00,3.4298746585845947,0.9586529731750488,1.0
0,16,2018-01-01 04:00:00+00:00,3.438593626022339,0.9584855437278748,1.0
0,17,2018-01-01 04:15:00+00:00,3.457155466079712,0.9583219885826111,1.0
0,18,2018-01-01 04:30:00+00:00,3.4743268489837646,0.9580366611480713,1.0
0,19,2018-01-01 04:45:00+00:00,3.491023063659668,0.9576857686042786,1.0
0,20,2018-01-01 05:00:00+00:00,3.5254149436950684,0.9573585391044617,1.0
0,21,2018-01-01 05:15:00+00:00,3.555255651473999,0.9568590521812439,1.0
0,22,2018-01-01 05:30:00+00:00,3.5845377445220947,0.9564535617828369,1.0
0,23,2018-01-01 05:45:00+00:00,3.6131491661071777,0.956104576587677,1.0
0,24,2018-01-01 06:00:00+00:00,3.6370394229888916,0.9558324217796326,1.0
0,25,2018-01-01 06:15:00+00:00,3.6578900814056396,0.9555879235267639,1.0
0,26,2018-01-01 06:30:00+00:00,3.671396255493164,0.955387532711029,1.0
0,27,2018-01-01 06:45:00+00:00,3.6894006729125977,0.9554033279418945,1.0
0,28,2018-01-01 07:00:00+00:00,3.7156918048858643,0.9550980925559998,1.0
0,29,2018-01-01 07:15:00+00:00,3.7249345779418945,0.954792320728302,1.0
0,30,2018-01-01 07:30:00+00:00,3.7327380180358887,0.954738438129425,1.0
0,31,2018-01-01 07:45:00+00:00,3.6837215423583984,0.9545850157737732,1.0
0,32,2018-01-01 08:00:00+00:00,3.6264078617095947,0.9552639722824097,1.0
0,33,2018-01-01 08:15:00+00:00,3.5697803497314453,0.9559964537620544,1.0
0,34,2018-01-01 08:30:00+00:00,3.5230703353881836,0.9566382765769958,1.0
0,35,2018-01-01 08:45:00+00:00,3.473025321960449,0.9574009776115417,1.0
0,36,2018-01-01 09:00:00+00:00,3.3578238487243652,0.9582189917564392,1.0
0,37,2018-01-01 09:15:00+00:00,3.2518348693847656,0.9605516195297241,1.0
0,38,2018-01-01 09:30:00+00:00,3.203340768814087,0.9628147482872009,1.0
0,39,2018-01-01 09:45:00+00:00,3.1528804302215576,0.9633042812347412,1.0
0,40,2018-01-01 10:00:00+00:00,3.117081880569458,0.9637528657913208,1.0
0,41,2018-01-01 10:15:00+00:00,3.0779449939727783,0.9640126824378967,1.0
0,42,2018-01-01 10:30:00+00:00,2.987182855606079,0.9645543098449707,1.0
0,43,2018-01-01 10:45:00+00:00,2.894061803817749,0.9658536314964294,1.0
0,44,2018-01-01 11:00:00+00:00,2.759010076522827,0.9675026535987854,1.0
0,45,2018-01-01 11:15:00+00:00,2.6314704418182373,0.9699376821517944,1.0
0,46,2018-01-01 11:30:00+00:00,2.7333290576934814,0.9726132750511169,1.0
0,47,2018-01-01 11:45:00+00:00,2.8383641242980957,0.9704651832580566,1.0
0,48,2018-01-01 12:00:00+00:00,2.8436453342437744,0.968290388584137,1.0
0,49,2018-01-01 12:15:00+00:00,2.8583626747131348,0.9679710268974304,1.0
0,50,2018-01-01 12:30:00+00:00,2.9038333892822266,0.9675964117050171,1.0
0,51,2018-01-01 12:45:00+00:00,2.95231032371521,0.9669380784034729,1.0
0,52,2018-01-01 13:00:00+00:00,2.947343349456787,0.9661661386489868,1.0
0,53,2018-01-01 13:15:00+00:00,2.9391026496887207,0.9661675095558167,1.0
0,54,2018-01-01 13:30:00+00:00,2.9614312648773193,0.9662796258926392,1.0
0,55,2018-01-01 13:45:00+00:00,2.9899251461029053,0.9661433100700378,1.0
0,56,2018-01-01 14:00:00+00:00,3.038963794708252,0.965967059135437,1.0
0,57,2018-01-01 14:15:00+00:00,3.090595245361328,0.9651455879211426,1.0
0,58,2018-01-01 14:30:00+00:00,3.0541255474090576,0.9641912579536438,1.0
0,59,2018-01-01 14:45:00+00:00,3.0223371982574463,0.9647551774978638,1.0
0,60,2018-01-01 15:00:00+00:00,3.155865430831909,0.9654483795166016,1.0
0,61,2018-01-01 15:15:00+00:00,3.290722131729126,0.9629873037338257,1.0
0,62,2018-01-01 15:30:00+00:00,3.3770313262939453,0.9608020186424255,1.0
0,63,2018-01-01 15:45:00+00:00,3.4600179195404053,0.9591732621192932,1.0
0,64,2018-01-01 16:00:00+00:00,3.329379081726074,0.9576703310012817,1.0
0,65,2018-01-01 16:15:00+00:00,3.2363338470458984,0.9599776268005371,1.0
0,66,2018-01-01 16:30:00+00:00,3.354546308517456,0.9618738293647766,1.0
0,67,2018-01-01 16:45:00+00:00,3.44580340385437,0.9603761434555054,1.0
0,68,2018-01-01 17:00:00+00:00,3.5704305171966553,0.9592629671096802,1.0
0,69,2018-01-01 17:15:00+00:00,3.649557113647461,0.9569351673126221,1.0
0,70,2018-01-01 17:30:00+00:00,3.656583070755005,0.9552581310272217,1.0
0,71,2018-01-01 17:45:00+00:00,3.657388210296631,0.9550912380218506,1.0
0,72,2018-01-01 18:00:00+00:00,3.660205125808716,0.955054759979248,1.0
0,73,2018-01-01 18:15:00+00:00,3.650435209274292,0.9549280405044556,1.0
0,74,2018-01-01 18:30:00+00:00,3.6369149684906006,0.9550590515136719,1.0
0,75,2018-01-01 18:45:00+00:00,3.6176087856292725,0.9552502036094666,1.0
0,76,2018-01-01 19:00:00+00:00,3.591456651687622,0.9556029438972473,1.0
0,77,2018-01-01 19:15:00+00:00,3.568953037261963,0.9561524391174316,1.0
0,78,2018-01-01 19:30:00+00:00,3.5508530139923096,0.9565803408622742,1.0
0,79,2018-01-01 19:45:00+00:00,3.54146671295166,0.9568814635276794,1.0
0,80,2018-01-01 20:00:00+00:00,3.525575876235962,0.9570311307907104,1.0
0,81,2018-01-01 20:15:00+00:00,3.5062384605407715,0.9573203921318054,1.0
0,82,2018-01-01 20:30:00+00:00,3.4911229610443115,0.9577035307884216,1.0
0,83,2018-01-01 20:45:00+00:00,3.4739420413970947,0.9579713940620422,1.0
0,84,2018-01-01 21:00:00+00:00,3.4335994720458984,0.9582546949386597,1.0
0,85,2018-01-01 21:15:00+00:00,3.390862226486206,0.9587847590446472,1.0
0,86,2018-01-01 21:30:00+00:00,3.347602128982544,0.9592558741569519,1.0
0,87,2018-01-01 21:45:00+00:00,3.3131656646728516,0.9598332643508911,1.0
0,88,2018-01-01 22:00:00+00:00,3.2772915363311768,0.960260272026062,1.0
0,89,2018-01-01 22:15:00+00:00,3.2412049770355225,0.9605674147605896,1.0
0,90,2018-01-01 22:30:00+00:00,3.216683864593506,0.9610332250595093,1.0
0,91,2018-01-01 22:45:00+00:00,3.1915509700775146,0.9613246321678162,1.0
0,92,2018-01-01 23:00:00+00:00,3.1648504734039307,0.9615151882171631,1.0
0,93,2018-01-01 23:15:00+00:00,3.140658140182495,0.9618869423866272,1.0
0,94,2018-01-01 23:30:00+00:00,3.116590738296509,0.9621983170509338,1.0
0,95,2018-01-01 23:45:00+00:00,3.116590738296509,0.962492823600769,1.0
1,0,2018-01-02 00:00:00+00:00,3.090390682220459,0.9626043438911438,1.0
1,1,2018-01-02 00:15:00+00:00,3.072113275527954,0.9628820419311523,1.0
1,2,2018-01-02 00:30:00+00:00,3.048414945602417,0.9630146622657776,1.0
1,3,2018-01-02 00:45:00+00:00,3.029259204864502,0.9633944034576416,1.0
1,4,2018-01-02 01:00:00+00:00,3.009108304977417,0.9636608958244324,1.0
1,5,2018-01-02 01:15:00+00:00,2.987560987472534,0.9637855291366577,1.0
1,6,2018-01-02 01:30:00+00:00,2.971484661102295,0.9641410112380981,1.0
1,7,2018-01-02 01:45:00+00:00,2.957613706588745,0.9643552303314209,1.0
1,8,2018-01-02 02:00:00+00:00,2.9360299110412598,0.9644165635108948,1.0
1,9,2018-01-02 02:15:00+00:00,2.9244606494903564,0.9647071361541748,1.0
1,10,2018-01-02 02:30:00+00:00,2.9148590564727783,0.9648667573928833,1.0
1,11,2018-01-02 02:45:00+00:00,2.9182546138763428,0.9648627042770386,1.0
1,12,2018-01-02 03:00:00+00:00,2.9258530139923096,0.9649025201797485,1.0
1,13,2018-01-02 03:15:00+00:00,2.936692714691162,0.9648287296295166,1.0
1,14,2018-01-02 03:30:00+00:00,2.9447784423828125,0.9646130204200745,1.0
1,15,2018-01-02 03:45:00+00:00,2.959925651550293,0.9645713567733765,1.0
1,16,2018-01-02 04:00:00+00:00,2.982707977294922,0.9643824100494385,1.0
1,17,2018-01-02 04:15:00+00:00,3.012444496154785,0.9639508724212646,1.0
1,18,2018-01-02 04:30:00+00:00,3.0366032123565674,0.9635196328163147,1.0
1,19,2018-01-02 04:45:00+00:00,3.080601453781128,0.963016927242279,1.0
1,20,2018-01-02 05:00:00+00:00,3.120037317276001,0.9621962904930115,1.0
1,21,2018-01-02 05:15:00+00:00,3.159712791442871,0.9616052508354187,1.0
1,22,2018-01-02 05:30:00+00:00,3.220219373703003,0.961105227470398,1.0
1,23,2018-01-02 05:45:00+00:00,3.2778427600860596,0.9603646397590637,1.0
1,24,2018-01-02 06:00:00+00:00,3.316577672958374,0.9598203897476196,1.0
