topology_case,policy,episode_id,step,date_time,start_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4
TP6,mlp_maddpg,0,0,2018-12-01 00:00:00+00:00,32064,-19.01727867126465,-95.08639335632324,1367.349481223755,0.34183737030593875,13.868342113311934,0.0,0.0,0.7526350021362305,0.0,0.9547051191329956,1.0,1.5738919973373413,0.0,0.0,True,True,False,0.07769318930804729,-0.9941902756690979,-0.9941902756690979,-74.56427067518234,0.5354180285707116,0.173370361328125,0.173370361328125,13.002777099609375,0.49315643310546875,-0.9987936615943909,-0.9987936615943909,-74.90952461957932,0.5355820241943001,-0.9950750470161438,-0.9950750470161438,-74.63062852621078,0.5354495485499501,0.9822074174880981,0.9822074174880981,73.66555631160736,0.46122865457283824
TP6,mlp_maddpg,0,1,2018-12-01 00:15:00+00:00,32064,-19.337707138061525,-96.68853569030762,1387.9947485245339,0.34699868713113347,14.077736736910085,0.0,0.0,0.7891258597373962,0.0,0.9501543641090393,1.0,1.5897210836410522,0.0,0.0,True,True,False,0.05360201708972454,-0.9692878127098083,-0.7754302620887756,-58.15726965665817,0.5630427316576243,0.4130190908908844,0.330415278673172,24.7811459004879,0.4801137247367909,-0.9997718930244446,-0.7998175024986267,-59.986312687397,0.5640755227208137,-0.9990914463996887,-0.7992731928825378,-59.94548946619034,0.5639236560463905,-0.19229750335216522,-0.15383800864219666,-11.53785064816475,0.4667091336307165
TP6,mlp_maddpg,0,2,2018-12-01 00:30:00+00:00,32064,-18.173202896118163,-90.86601448059082,1309.3125557634266,0.32732813894085666,13.279702596830555,0.0,0.0,0.7125574350357056,0.0,0.9576930999755859,1.0,1.5147974491119385,0.0,0.0,True,True,False,0.08440686352550983,-0.953336238861084,-0.953336238861084,-71.5002179145813,0.5970053351670505,0.6275516748428345,0.6275516748428345,47.066375613212585,0.455341948098258,-0.999445378780365,-0.999445378780365,-74.95840340852737,0.5996807643398643,-0.9980558753013611,-0.9980558753013611,-74.85419064760208,0.5994793966040015,0.9233102202415466,0.9233102202415466,69.248266518116,0.43026267756855013
TP6,mlp_maddpg,0,3,2018-12-01 00:45:00+00:00,32064,-18.860484313964843,-94.30242156982422,1355.4132688461777,0.33885331721154444,13.747279079272358,0.0,0.0,0.7516279220581055,0.0,0.9535511136054993,1.0,1.5534517765045166,0.0,0.0,True,True,False,0.07055644460488111,-0.9153647422790527,-0.9153647422790527,-68.65235567092896,0.6296152041107417,0.8460193276405334,0.8460193276405334,63.45144957304001,0.4219464483229738,-0.9989290237426758,-0.9989290237426758,-74.91967678070068,0.6352676108106972,-0.9856796860694885,-0.9856796860694885,-73.92597645521164,0.6345942354202271,-0.017017599195241928,-0.017017599195241928,-1.2763199396431446,0.43086892953988065
TP6,mlp_maddpg,0,4,2018-12-01 01:00:00+00:00,32064,-16.449749374389647,-82.24874687194824,1274.872492461327,0.31871812311533176,11.974239885443014,0.0,0.0,0.6905219554901123,0.0,0.95916748046875,1.0,1.4790719747543335,0.0,0.0,True,True,False,0.08490883000195026,-0.875338613986969,-0.875338613986969,-65.65039604902267,0.6607991422340275,0.7950332760810852,0.7950332760810852,59.62749570608139,0.3905635558460888,-0.9979155659675598,-0.9979155659675598,-74.84366744756699,0.6708183528482915,-0.9729883074760437,-0.9729883074760437,-72.97412306070328,0.6692569438740611,0.8871951699256897,0.8871951699256897,66.53963774442673,0.3958480675691297
TP6,mlp_maddpg,0,5,2018-12-01 01:15:00+00:00,32064,-16.539724349975586,-82.69862174987793,1278.7227154585707,0.3196806788646427,12.010403104944626,0.0,0.0,0.7076797485351562,0.0,0.9565884470939636,1.0,1.4784793853759766,0.0,0.0,True,True,False,0.06539279781281948,-0.7695285677909851,-0.7695285677909851,-57.71464258432388,0.6882135974615813,0.8017454147338867,0.8017454147338867,60.130906105041504,0.3589157105276459,-0.9929189682006836,-0.9929189682006836,-74.46892261505127,0.7061910910904409,-0.6687712669372559,-0.6687712669372559,-50.15784502029419,0.6930819202587009,0.25465166568756104,0.25465166568756104,19.098874926567078,0.3857960281340944
TP6,mlp_maddpg,0,6,2018-12-01 01:30:00+00:00,32064,-14.952278900146485,-74.76139450073242,1157.9365570898972,0.2894841392724743,10.875919112466859,0.0,0.0,0.639434814453125,0.0,0.9614529013633728,1.0,1.369827389717102,0.0,0.0,True,True,False,0.062244999781250955,-0.6559187173843384,-0.6559187173843384,-49.19390380382538,0.7115807017683984,0.7600345611572266,0.7600345611572266,57.00259208679199,0.3289143462714396,-0.9846553206443787,-0.9846553206443787,-73.8491490483284,0.7412694368883969,0.06924468278884888,0.06924468278884888,5.193351209163666,0.6903485775170358,0.849880039691925,0.849880039691925,63.74100297689438,0.35224813183046577
TP6,mlp_maddpg,0,7,2018-12-01 01:45:00+00:00,32064,-13.910369491577148,-69.55184745788574,1075.3139184964766,0.26882847962411915,10.099885979478156,0.0,0.0,0.6070557236671448,0.0,0.9624866247177124,1.0,1.2964452505111694,0.0,0.0,True,True,False,0.0712716931477189,-0.4640136659145355,-0.4640136659145355,-34.801024943590164,0.7281111886166037,0.8799253106117249,0.8799253106117249,65.99439829587936,0.2941804524315031,-0.9409762620925903,-0.9409762620925903,-70.57321965694427,0.7747917162254454,0.8894773125648499,0.8894773125648499,66.71079844236374,0.6552376309684234,0.6267644166946411,0.6267644166946411,47.00733125209808,0.3275074311714668
TP6,mlp_maddpg,0,8,2018-12-01 02:00:00+00:00,32064,-12.983141899108887,-64.91570949554443,1050.4450626810922,0.26261126567027304,9.401483310995774,0.0,0.0,0.587698221206665,0.0,0.9645305871963501,1.0,1.2708522081375122,0.0,0.0,True,True,False,0.06971623934805393,-0.4861685037612915,-0.4861685037612915,-36.46263778209686,0.7454309415630997,0.9578008651733398,0.9578008651733398,71.83506488800049,0.25637252354308177,-0.7986326813697815,-0.7986326813697815,-59.89745110273361,0.8032430054992439,0.5731953978538513,0.5731953978538513,42.98965483903885,0.6326114968426134,0.9024019837379456,0.9024019837379456,67.68014878034592,0.2918863002344426
TP6,mlp_maddpg,0,9,2018-12-01 02:15:00+00:00,32064,-11.974058914184571,-59.87029457092285,967.6080953856854,0.24190202384642134,8.660092453701884,0.0,0.0,0.5572020411491394,0.0,0.9660395383834839,1.0,1.1990398168563843,0.0,0.0,True,True,False,0.06701796278357505,-0.28989937901496887,-0.28989937901496887,-21.742453426122665,0.755758606940508,0.9805241227149963,0.9805241227149963,73.53930920362473,0.21766762396222664,-0.4395100772380829,-0.4395100772380829,-32.963255792856216,0.8189005520008505,0.962202787399292,0.962202787399292,72.1652090549469,0.5946298078663256,0.9021549820899963,0.9021549820899963,67.66162365674973,0.25627491936246904
