topology_case,policy,episode_id,step,date_time,start_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4
TP6,maddpg,0,0,2018-12-01 00:00:00+00:00,32064,-7.984067916870117,-39.920339584350586,573.0839309408111,0.14327098273520278,5.812503769567177,0.0,0.0,0.37457168102264404,0.0,0.9772689342498779,1.0,0.8296664953231812,0.0,0.0,True,True,False,0.09374971948564052,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,0.9999850392341614,0.9999850392341614,74.9988779425621,0.46052690634601995
TP6,maddpg,0,1,2018-12-01 00:15:00+00:00,32064,-7.927004337310791,-39.635021686553955,564.8530495225259,0.14121326238063148,5.729022054782219,0.0,0.0,0.36832237243652344,0.0,0.9777567982673645,1.0,0.8198335766792297,0.0,0.0,True,True,False,0.09374999217689037,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735,0.9999995827674866,0.9999995827674866,74.9999687075615,0.4210532386051981
TP6,maddpg,0,2,2018-12-01 00:30:00+00:00,32064,-7.793159484863281,-38.965797424316406,555.2483921944713,0.13881209804861783,5.6316068178324254,0.0,0.0,0.3627796769142151,0.0,0.978134274482727,1.0,0.8084965348243713,0.0,0.0,True,True,False,0.0937499899417162,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421,0.999999463558197,0.999999463558197,74.99995976686478,0.3815795755700061
TP6,maddpg,0,3,2018-12-01 00:45:00+00:00,32064,-7.706867694854736,-38.53433847427368,549.0944278201368,0.1372736069550342,5.569190234165738,0.0,0.0,0.3588182330131531,0.0,0.9783972501754761,1.0,0.8011241555213928,0.0,0.0,True,True,False,0.09374999888241291,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947,0.9999999403953552,0.9999999403953552,74.99999552965164,0.3421058937122947
TP6,maddpg,0,4,2018-12-01 01:00:00+00:00,32064,-7.097840118408203,-35.489200592041016,543.4486793953965,0.13586216984884913,5.104341721221262,0.0,0.0,0.3551517724990845,0.0,0.9786298871040344,1.0,0.7941933870315552,0.0,0.0,True,True,False,0.09370015002787113,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836,0.9973413348197937,0.9973413348197937,74.80060011148453,0.30273715681151336
TP6,maddpg,0,5,2018-12-01 01:15:00+00:00,32064,-6.959070491790771,-34.79535245895386,532.7388544537826,0.13318471361344564,5.003749690457153,0.0,0.0,0.34904325008392334,0.0,0.979024350643158,1.0,0.781700849533081,0.0,0.0,True,True,False,0.0937204822897911,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204,0.9984257221221924,0.9984257221221924,74.88192915916443,0.26332561514879527
TP6,maddpg,0,6,2018-12-01 01:30:00+00:00,32064,-6.867495536804199,-34.337477684020996,525.7041697877867,0.13142604244694667,4.937676414731786,0.0,0.0,0.34461545944213867,0.0,0.9793029427528381,1.0,0.7732177972793579,0.0,0.0,True,True,False,0.09364932216703892,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157,0.9946305155754089,0.9946305155754089,74.59728866815567,0.2240638842708186
TP6,maddpg,0,7,2018-12-01 01:45:00+00:00,32064,-6.825805282592773,-34.12902641296387,522.4009050823497,0.13060022627058743,4.90665050098597,0.0,0.0,0.34304362535476685,0.0,0.9793102145195007,1.0,0.767477810382843,0.0,0.0,True,True,False,0.0927566047757864,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938,0.9470189213752747,0.9470189213752747,71.0264191031456,0.18668155842705775
TP6,maddpg,0,8,2018-12-01 02:00:00+00:00,32064,-8.357000923156738,-41.78500461578369,664.6194645613832,0.1661548661403458,5.94834420782438,0.0,0.0,0.45578092336654663,0.0,0.9683681130409241,1.0,0.8692383170127869,0.0,0.0,True,True,False,0.09374991618096828,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305,-0.9999955296516418,-0.9999955296516418,-74.99966472387314,0.22230639917089748
TP6,maddpg,0,9,2018-12-01 02:15:00+00:00,32064,-8.23678207397461,-41.18391036987305,657.4787037018268,0.1643696759254567,5.88443439813135,0.0,0.0,0.4512752890586853,0.0,0.9686639308929443,1.0,0.8607462048530579,0.0,0.0,True,True,False,0.09364001713693142,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674,-0.994134247303009,-0.994134247303009,-74.56006854772568,0.2577224317310672
