topology_case,policy,episode_id,step,date_time,start_index,reward_mean,reward_sum,grid_import_kw,grid_import_mwh,energy_cost,curtailment_kw,curtailment_mwh,voltage_deviation,grid_stress,min_voltage_pu,max_voltage_pu,max_line_current_pu,max_voltage_violation,max_line_current_violation,feasible,converged,infeasible_action,throughput_mwh,requested_action_agent_0,accepted_action_agent_0,dess_power_kw_agent_0,soc_agent_0,requested_action_agent_1,accepted_action_agent_1,dess_power_kw_agent_1,soc_agent_1,requested_action_agent_2,accepted_action_agent_2,dess_power_kw_agent_2,soc_agent_2,requested_action_agent_3,accepted_action_agent_3,dess_power_kw_agent_3,soc_agent_3,requested_action_agent_4,accepted_action_agent_4,dess_power_kw_agent_4,soc_agent_4
TP6,maddpg,0,0,2018-12-01 00:00:00+00:00,32064,-11.681095123291016,-58.40547561645508,837.8333906023272,0.2094583476505818,8.497725164184104,0.0,0.0,0.5339751839637756,0.0,0.966980516910553,1.0,1.1364860534667969,0.0,0.0,True,True,False,0.09374999888241291,0.9999999403953552,0.9999999403953552,74.99999552965164,0.4605263181422886,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737,1.0,1.0,75.0,0.4605263157894737
TP6,maddpg,0,1,2018-12-01 00:15:00+00:00,32064,-11.590926170349121,-57.954630851745605,827.1991945371155,0.2067997986342789,8.389867830592694,0.0,0.0,0.5258769989013672,0.0,0.9676126837730408,1.0,1.1236324310302734,0.0,0.0,True,True,False,0.09374893940985203,0.9999435544013977,0.9999435544013977,74.99576658010483,0.4210548620474966,1.0,1.0,75.0,0.42105263157894735,0.9999998807907104,0.9999998807907104,74.99999105930328,0.42105263628457723,1.0,1.0,75.0,0.42105263157894735,1.0,1.0,75.0,0.42105263157894735
TP6,maddpg,0,2,2018-12-01 00:30:00+00:00,32064,-11.418524742126465,-57.092623710632324,814.8312011385315,0.20370780028463287,8.264425457547555,0.0,0.0,0.5187041163444519,0.0,0.9681017994880676,1.0,1.1088488101959229,0.0,0.0,True,True,False,0.0937498290091753,0.9999909400939941,0.9999909400939941,74.99932050704956,0.3815815354648389,1.0,1.0,75.0,0.381578947368421,0.9999999403953552,0.9999999403953552,74.99999552965164,0.38157895442686585,1.0,1.0,75.0,0.381578947368421,1.0,1.0,75.0,0.381578947368421
TP6,maddpg,0,3,2018-12-01 00:45:00+00:00,32064,-11.307260513305664,-56.53630256652832,806.8980224113602,0.20172450560284005,8.183963192307221,0.0,0.0,0.5135782957077026,0.0,0.9684424996376038,1.0,1.0992342233657837,0.0,0.0,True,True,False,0.09374998435378075,0.9999992251396179,0.9999992251396179,74.99994188547134,0.3421078818409066,1.0,1.0,75.0,0.3421052631578947,0.9999999403953552,0.9999999403953552,74.99999552965164,0.34210527256915446,1.0,1.0,75.0,0.3421052631578947,1.0,1.0,75.0,0.3421052631578947
TP6,maddpg,0,4,2018-12-01 01:00:00+00:00,32064,-10.422006607055664,-52.11003303527832,799.3553871385757,0.19983884678464392,7.507945473699072,0.0,0.0,0.5086308717727661,0.0,0.9687634706497192,1.0,1.090014100074768,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.3026341976303803,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263158835862813,1.0,1.0,75.0,0.30263157894736836,1.0,1.0,75.0,0.30263157894736836
TP6,maddpg,0,5,2018-12-01 01:15:00+00:00,32064,-10.244900703430176,-51.22450351715088,785.6825873357138,0.19642064683392846,7.379523701550692,0.0,0.0,0.5008180141448975,0.0,0.9692661762237549,1.0,1.0737868547439575,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.26316051341985397,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.2631579041481018,1.0,1.0,75.0,0.26315789473684204,1.0,1.0,75.0,0.26315789473684204
TP6,maddpg,0,6,2018-12-01 01:30:00+00:00,32064,-10.121820449829102,-50.60910224914551,776.2430781469902,0.19406076953674756,7.2908631114956055,0.0,0.0,0.4948011636734009,0.0,0.9696548581123352,1.0,1.0624464750289917,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.22368682920932764,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.22368421993757548,1.0,1.0,75.0,0.2236842105263157,1.0,1.0,75.0,0.2236842105263157
TP6,maddpg,0,7,2018-12-01 01:45:00+00:00,32064,-10.004796028137207,-50.023980140686035,767.2659578270213,0.19181648945675533,7.206545508890298,0.0,0.0,0.48909980058670044,0.0,0.9700157642364502,1.0,1.0516340732574463,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.18421314499880131,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421053572704915,1.0,1.0,75.0,0.18421052631578938,1.0,1.0,75.0,0.18421052631578938
TP6,maddpg,0,8,2018-12-01 02:00:00+00:00,32064,-9.413564682006836,-47.06782341003418,755.1453654441502,0.18878634136103756,6.758551020725144,0.0,0.0,0.4823010563850403,0.0,0.9704433083534241,1.0,1.037187933921814,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.144739460788275,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473685151652282,1.0,1.0,75.0,0.14473684210526305,1.0,1.0,75.0,0.14473684210526305
TP6,maddpg,0,9,2018-12-01 02:15:00+00:00,32064,-9.307631492614746,-46.53815746307373,746.6297286398458,0.18665743215996144,6.6823360713266196,0.0,0.0,0.47702908515930176,0.0,0.9707745909690857,1.0,1.0268943309783936,0.0,0.0,True,True,False,0.09375,1.0,1.0,75.0,0.10526577657774867,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526316730599651,1.0,1.0,75.0,0.10526315789473674,1.0,1.0,75.0,0.10526315789473674
